no_keluarga,jumlah_indikator,kecamatan,kelurahan,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,jenis_kelamin,status_kawin,umur,ijazah_tertinggi,status_pekerjaan,jenis_lantai,jenis_dinding,jenis_atap,sumber_penerangan,daya_listrik,fasilitas_bab,sumber_air,bahan_bakar,bantuan_sembako,bantuan_pkh,bantuan_blt,subsidi_listrik,subsidi_lpg,bantuan_pemda,bantuan_non_pemerintah,jenis_disabilitas,butuh_pangan,butuh_sandang,butuh_kesehatan,butuh_pendidikan,butuh_dokumen,status_keluarga
1010,3,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,40,3,4,5,3,3,1,1,1,3,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
1010,3,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,45,1,,5,3,3,1,1,1,3,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
1010,3,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,5,,,5,3,3,1,1,1,3,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
1011,3,bontang_selatan,berbas_tengah,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,79,8,,2,1,3,1,2,1,2,4,2,1,2,2,2,2,2,0,1,1,0,0,0,2
1011,3,bontang_selatan,berbas_tengah,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,80,,,2,1,3,1,2,1,2,4,2,1,2,2,2,2,2,0,1,1,0,0,0,2
1012,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,4,58,1,,5,3,3,1,1,1,2,4,1,2,1,1,2,2,2,0,1,2,0,0,0,4
1012,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,41,3,4,5,3,3,1,1,1,2,4,1,2,1,1,2,2,2,0,2,2,0,0,0,4
1012,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,23,4,,5,3,3,1,1,1,2,4,1,2,1,1,2,2,2,0,1,2,0,0,0,4
1013,1,bontang_utara,bontang_baru,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,73,,7,2,1,3,1,2,1,3,5,2,2,2,2,2,2,1,0,2,2,1,0,0,4
1013,1,bontang_utara,bontang_baru,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,67,,,2,1,3,1,2,1,3,5,2,2,2,2,2,2,1,0,2,2,1,0,0,4
1014,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,4,77,8,,6,1,3,2,0,1,2,4,2,2,1,1,2,2,2,0,1,1,0,0,0,2
1014,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,45,1,,6,1,3,2,0,1,2,4,2,2,1,1,2,2,2,1,1,1,0,0,0,2
1014,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,43,1,,6,1,3,2,0,1,2,4,2,2,1,1,2,2,2,1,1,1,0,0,0,2
1014,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,34,3,,6,1,3,2,0,1,2,4,2,2,1,1,2,2,2,0,2,2,0,0,0,2
1015,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,74,1,,2,1,3,1,1,1,11,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
1015,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,53,2,,2,1,3,1,1,1,11,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
1016,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,4,62,1,,2,1,3,1,1,1,2,4,1,2,2,2,2,2,2,0,2,2,0,0,0,4
1017,2,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,5,33,7,,2,1,3,1,2,1,3,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
1017,1,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,13,,,2,1,3,1,2,1,3,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
1017,1,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,6,,,2,1,3,1,2,1,3,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
1017,1,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,1,,,2,1,3,1,2,1,3,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
1018,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,39,1,,2,1,3,1,1,1,11,4,2,2,2,2,2,2,2,0,1,1,0,0,0,3
1018,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,48,3,,2,1,3,1,1,1,11,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
1018,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,11,,,2,1,3,1,1,1,11,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
1019,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,4,33,1,,5,5,3,1,1,1,2,4,1,2,2,1,1,2,2,0,1,1,0,0,0,1
1020,5,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,59,1,1,6,5,3,2,0,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,2
1020,5,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,56,1,4,6,5,3,2,0,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,2
1021,3,bontang_utara,guntung,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,3,60,,,5,3,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,2,0,0,0,1
1022,4,bontang_utara,lok tuan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,80,,,5,3,3,1,1,1,2,4,2,1,2,2,2,2,2,0,1,1,0,0,0,3
1022,4,bontang_utara,lok tuan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,68,1,,5,3,3,1,1,1,2,4,2,1,2,2,2,2,2,0,1,1,0,0,0,3
1023,3,bontang_utara,lok tuan,Tidak ada nama Kepala Keluarga,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,4,63,8,,5,3,3,1,1,1,2,4,1,2,2,1,1,1,2,0,1,1,0,0,0,1
1024,2,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,4,56,1,3,5,3,3,1,2,1,2,4,2,2,2,1,1,2,2,0,1,1,0,0,0,3
1024,1,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,21,,4,5,3,3,1,2,1,2,4,2,2,2,1,1,2,2,0,1,1,0,0,0,3
1024,1,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,17,,,5,3,3,1,2,1,2,4,2,2,2,1,1,2,2,0,1,1,0,"2,3,4",0,3
1025,3,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,63,1,1,5,3,3,1,2,1,2,4,1,2,2,1,1,1,2,0,1,1,10,0,6,2
1025,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,48,1,,5,3,3,1,2,1,2,4,1,2,2,1,1,1,2,0,1,1,10,0,6,2
1025,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,27,1,4,5,3,3,1,2,1,2,4,1,2,2,1,1,1,2,0,1,1,10,0,6,2
1025,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,22,1,,5,3,3,1,2,1,2,4,1,2,2,1,1,1,2,0,1,1,10,0,0,2
1025,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,0,,,5,3,3,1,2,1,2,4,1,2,2,1,1,1,2,0,1,1,10,5,6,2
1026,4,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,55,3,,2,3,3,1,2,1,2,4,1,1,1,2,1,2,2,0,1,1,0,0,0,2
1026,4,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,46,1,,2,3,3,1,2,1,2,4,1,1,1,2,1,2,2,0,1,1,0,0,0,2
1026,4,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,23,4,,2,3,3,1,2,1,2,4,1,1,1,2,1,2,2,0,1,2,0,0,0,2
1026,4,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,16,,,2,3,3,1,2,1,2,4,1,1,1,2,1,2,2,0,1,1,0,0,0,2
1027,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,36,2,4,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,1
1027,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,32,1,1,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,1
1027,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,11,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,5,0,1
1027,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,9,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,5,0,1
1027,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,7,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,5,0,1
1027,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,5,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,1
1028,4,bontang_selatan,tanjung_laut_indah,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,4,74,8,,7,5,3,1,1,1,2,4,2,2,2,2,2,2,2,0,1,1,1,5,6,2
1028,3,bontang_selatan,tanjung_laut_indah,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,2,57,1,3,7,5,3,1,1,1,2,4,2,2,2,2,2,2,2,0,1,1,"01,10",5,6,2
1028,3,bontang_selatan,tanjung_laut_indah,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,2,0,8,3,7,5,3,1,1,1,2,4,2,2,2,2,2,2,2,0,1,1,1,"5,1,4",6,2
1028,3,bontang_selatan,tanjung_laut_indah,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,28,3,4,7,5,3,1,1,1,2,4,2,2,2,2,2,2,2,5,1,1,1,"0,5",6,2
1028,3,bontang_selatan,tanjung_laut_indah,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,15,,,7,5,3,1,1,1,2,4,2,2,2,2,2,2,2,0,1,1,1,5,6,2
1028,3,bontang_selatan,tanjung_laut_indah,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,1,7,,,7,5,3,1,1,1,2,4,2,2,2,2,2,2,2,0,1,1,1,"4,1,5",6,2
1029,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,71,8,,2,1,3,1,2,1,11,11,2,1,2,1,2,2,2,0,2,2,0,0,0,2
1029,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,66,8,,2,1,3,1,2,1,11,11,2,1,2,1,2,2,2,0,2,2,0,0,0,2
1029,2,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,29,1,,2,1,3,1,2,1,11,11,2,1,2,1,2,2,2,0,2,2,0,0,0,2
1030,2,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,38,3,4,2,1,3,1,3,1,5,4,2,2,2,2,2,2,2,0,1,1,1,0,0,4
1030,2,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,37,3,,2,1,3,1,3,1,5,4,2,2,2,2,2,2,2,0,1,1,1,0,0,4
1030,2,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,16,,,2,1,3,1,3,1,5,4,2,2,2,2,2,2,2,0,1,1,1,0,0,4
1030,2,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,13,,,2,1,3,1,3,1,5,4,2,2,2,2,2,2,2,0,1,1,1,0,0,4
1030,2,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,8,,,2,1,3,1,3,1,5,4,2,2,2,2,2,2,2,0,1,1,1,0,0,4
1030,2,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,2,,,2,1,3,1,3,1,5,4,2,2,2,2,2,2,2,0,2,2,1,0,0,4
1031,3,bontang_utara,lok tuan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,4,64,2,,2,1,3,1,2,1,3,5,2,2,2,2,2,2,2,0,1,1,0,0,0,2
1032,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,66,2,,2,1,3,1,1,1,2,5,1,2,1,1,2,2,2,0,1,2,0,0,0,3
1032,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,61,1,,2,1,3,1,1,1,2,5,1,2,1,1,2,2,2,0,1,2,0,0,0,3
1032,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,39,2,4,2,1,3,1,1,1,2,5,1,2,1,1,2,2,2,0,1,2,0,0,0,3
1033,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,32,3,4,2,1,3,1,3,1,2,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
1033,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,29,3,1,2,1,3,1,3,1,2,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
1033,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,9,,,2,1,3,1,3,1,2,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
1033,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,7,,,2,1,3,1,3,1,2,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
1033,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,2,,,2,1,3,1,3,1,2,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
1034,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,58,,1,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,0,1,2,0,0,0,2
1034,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,61,1,,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,0,1,2,0,0,0,2
1034,3,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,,,,,,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,,,,,,,2
1034,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,23,3,4,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,0,2,2,0,0,0,2
1034,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,21,3,4,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,0,2,2,0,0,0,2
1034,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,18,,,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,0,1,2,0,0,0,2
1034,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,16,,,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,3,1,2,0,1,0,2
1034,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,10,,,7,5,3,1,2,1,2,4,2,1,1,2,2,2,2,3,2,2,0,0,0,2
1035,3,bontang_utara,guntung,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,36,3,4,5,3,3,1,2,1,2,4,1,2,2,2,1,2,1,0,1,2,0,0,0,1
1035,2,bontang_utara,guntung,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,27,3,1,5,3,3,1,2,1,2,4,1,2,2,2,1,2,1,0,2,2,0,0,0,1
1035,2,bontang_utara,guntung,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,8,,,5,3,3,1,2,1,2,4,1,2,2,2,1,2,1,0,2,2,0,0,0,1
1035,3,bontang_utara,guntung,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,3,,,5,3,3,1,2,1,2,4,1,2,2,2,1,2,1,0,1,2,0,0,0,1
1036,5,bontang_selatan,berbas_tengah,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,4,71,8,,5,5,3,1,1,1,3,5,1,2,2,1,1,1,2,0,1,2,1,0,0,2
1037,5,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,2,3,41,1,2,6,1,3,1,1,1,5,4,2,2,1,1,2,2,2,0,2,2,0,0,0,2
1037,4,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,1,1,19,2,,6,1,3,1,1,1,5,4,2,2,1,1,2,2,2,0,2,2,0,0,0,2
1037,4,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,1,1,12,,,6,1,3,1,1,1,5,4,2,2,1,1,2,2,2,0,2,2,0,0,0,2
1037,4,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,2,1,2,,,6,1,3,1,1,1,5,4,2,2,1,1,2,2,2,0,2,2,0,0,0,2
1038,3,bontang_utara,lok tuan,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,4,73,1,,5,3,3,1,3,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,1
1039,1,bontang_barat,belimbing,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,5,43,1,4,2,1,3,1,2,1,3,5,2,2,2,2,2,2,2,0,1,2,0,0,0,3
1039,1,bontang_barat,belimbing,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,7,,,2,1,3,1,2,1,3,5,2,2,2,2,2,2,2,0,1,1,0,0,0,3
1040,4,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,1,2,48,2,4,6,1,3,1,1,1,4,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
1040,3,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,2,2,45,2,1,6,1,3,1,1,1,4,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
1040,4,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,2,1,18,,,6,1,3,1,1,1,4,5,2,1,2,2,2,2,2,0,2,2,0,2,0,3
1040,4,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,1,1,14,,,6,1,3,1,1,1,4,5,2,1,2,2,2,2,2,0,2,2,0,4,0,3
1040,4,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,2,1,11,,,6,1,3,1,1,1,4,5,2,1,2,2,2,2,2,0,2,2,0,1,0,3
1041,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,4,52,2,,5,7,3,1,2,1,2,4,2,2,2,1,2,2,2,0,2,2,0,0,0,4
1041,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,1,18,,,5,7,3,1,2,1,2,4,2,2,2,1,2,2,2,0,2,2,0,0,0,4
1042,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,4,55,1,1,5,3,3,1,2,1,5,4,2,2,2,2,2,2,2,0,1,1,0,0,0,3
