no_keluarga,jumlah_indikator,kecamatan,kelurahan,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,jenis_kelamin,status_kawin,umur,ijazah_tertinggi,status_pekerjaan,jenis_lantai,jenis_dinding,jenis_atap,sumber_penerangan,daya_listrik,fasilitas_bab,sumber_air,bahan_bakar,bantuan_sembako,bantuan_pkh,bantuan_blt,subsidi_listrik,subsidi_lpg,bantuan_pemda,bantuan_non_pemerintah,jenis_disabilitas,butuh_pangan,butuh_sandang,butuh_kesehatan,butuh_pendidikan,butuh_dokumen,status_keluarga
4878,1,bontang_selatan,tanjung_laut,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,2,2996737577,1,4,2,2,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4878,1,bontang_selatan,tanjung_laut,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,2,2291108008,3,,2,2,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4878,1,bontang_selatan,tanjung_laut,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,1,397286242,,,2,2,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4878,1,bontang_selatan,tanjung_laut,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,1,181315811,,,2,2,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4879,2,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,5,3709463655,8,4,3,2,3,1,2,1,3,4,2,2,2,1,2,2,2,0,2,2,0,0,0,2
4879,2,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,5,3450204517,8,3,3,2,3,1,2,1,3,4,2,2,2,1,2,2,2,0,2,2,0,0,4,2
4879,2,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,1,1686485420,2,,3,2,3,1,2,1,3,4,2,2,2,1,2,2,2,0,2,2,0,0,0,2
4879,2,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,1,383093223,,,3,2,3,1,2,1,3,4,2,2,2,1,2,2,2,0,2,2,0,0,0,2
4880,0,bontang_selatan,tanjung_laut,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,5833685420,8,1,3,1,3,1,5,1,3,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4880,0,bontang_selatan,tanjung_laut,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,23063655,8,,3,1,3,1,5,1,3,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4881,3,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,6164855852,3,,4,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,2,0,0,0,3
4881,3,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,6330204517,3,,4,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,2,0,0,0,3
4882,4,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,4832604517,1,1,6,2,3,1,2,1,3,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4882,3,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,4141404517,,,6,2,3,1,2,1,3,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4882,3,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,1491804517,,,6,2,3,1,2,1,3,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4882,4,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,1167967145,,,6,2,3,1,2,1,3,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4882,3,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,2118426283,4,,6,2,3,1,2,1,3,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4882,3,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,1873596714,4,,6,2,3,1,2,1,3,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4882,4,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,1642960164,4,,6,2,3,1,2,1,3,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4883,6,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,1,1793879260,3,,7,5,3,1,1,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,6,3
4883,7,bontang_barat,gunung_telihan,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,1,181552361,,,7,5,3,1,1,1,2,5,2,2,2,2,2,2,2,0,1,2,0,0,0,3
4884,6,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,5,3320811498,3,1,7,5,3,1,1,1,2,5,2,2,2,2,2,1,2,0,1,2,0,0,0,3
4884,6,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,959093223,,,7,5,3,1,1,1,2,5,2,2,2,2,2,1,2,0,1,2,0,4,0,3
4884,5,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,548914989,,,7,5,3,1,1,1,2,5,2,2,2,2,2,1,2,0,1,2,0,0,0,3
4885,2,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,4,6409448870,1,1,2,1,1,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,2
4886,5,bontang_selatan,tanjung_laut,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,5,4868796714,1,1,7,5,3,1,2,1,3,4,2,2,1,1,2,2,2,0,1,1,0,0,0,1
4886,4,bontang_selatan,tanjung_laut,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,1779922792,8,4,7,5,3,1,2,1,3,4,2,2,1,1,2,2,2,0,1,1,0,0,0,1
4887,3,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,4,6373256673,8,,6,1,3,1,2,1,2,0,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4888,2,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,2,3515255852,7,3,6,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4888,2,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,2,3694797535,3,,6,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4888,2,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,1254544558,,,6,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4888,2,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,1059863655,,,6,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4888,2,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,267893223,,,6,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4889,4,bontang_selatan,tanjung_laut_indah,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,3,2859774948,1,3,7,5,3,2,0,1,2,5,1,1,2,2,2,2,2,0,1,2,0,0,0,2
4889,4,bontang_selatan,tanjung_laut_indah,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,1340885420,,,7,5,3,2,0,1,2,5,1,1,2,2,2,2,2,0,1,2,0,0,0,2
4889,4,bontang_selatan,tanjung_laut_indah,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,750455852,,,7,5,3,2,0,1,2,5,1,1,2,2,2,2,2,0,1,2,0,0,0,2
4890,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,4976190554,1,7,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4890,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,4695641889,3,1,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4890,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,1930841889,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4890,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,1081153182,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4891,4,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,2,3,2427124435,2,7,6,5,3,1,2,4,11,5,2,2,2,2,2,2,2,0,2,2,0,0,0,1
4891,4,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,1,1,130457494,,,6,5,3,1,2,4,11,5,2,2,2,2,2,2,2,0,2,2,0,0,0,1
4892,2,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,4,6150189733,8,,2,1,3,1,3,1,11,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4893,3,bontang_barat,gunung_telihan,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,5566856673,8,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,2,1,2,0,0,0,3
4894,0,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,3334767967,3,7,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4894,1,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,2982071457,3,7,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4894,1,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,705038193,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4895,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,3687937577,2,7,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4895,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,2823819301,3,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4895,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,1182160164,,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4895,3,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,1030767967,,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4895,3,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,748563449,,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4895,3,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,179659958,,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4896,3,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,2686856673,1,7,7,5,3,1,2,1,11,5,1,2,2,2,2,2,2,0,2,2,0,0,0,1
4896,3,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,2571420123,3,,7,5,3,1,2,1,11,5,1,2,2,2,2,2,2,0,2,2,0,0,0,1
4896,4,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,843420123,,,7,5,3,1,2,1,11,5,1,2,2,2,2,2,2,0,2,2,0,0,0,1
4896,4,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,555774948,,,7,5,3,1,2,1,11,5,1,2,2,2,2,2,2,0,2,2,0,0,0,1
4896,4,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,901374948,,,7,5,3,1,2,1,11,5,1,2,2,2,2,2,2,0,2,2,0,0,0,1
4897,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,4630590554,2,7,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4897,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,4609064476,2,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4897,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,2031612320,3,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4897,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,582505133,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4898,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,3248427104,3,7,2,1,3,1,2,1,11,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
4898,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,3054219301,2,4,2,1,3,1,2,1,11,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
4898,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,1297123613,,,2,1,3,1,2,1,11,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
4898,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,1109775770,,,2,1,3,1,2,1,11,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
4898,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,620353182,,,2,1,3,1,2,1,11,4,1,2,2,2,2,2,2,0,2,2,0,0,0,2
4899,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,2700576591,4,4,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4899,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,2598859958,4,5,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4899,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,892622587,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4900,0,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,2354976591,4,4,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4900,0,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,2282119096,4,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4900,0,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,13838193,,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
4901,5,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,6307968788,1,,7,5,3,1,2,1,11,5,2,2,2,2,2,1,2,0,1,2,0,0,0,3
4901,5,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,6228960985,1,1,7,5,3,1,2,1,11,5,2,2,2,2,2,1,2,0,1,2,0,0,0,3
4902,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,3449731416,2,6,2,1,3,1,3,1,11,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
4902,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,3327671457,3,1,2,1,3,1,3,1,11,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
4902,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,1095582751,,,2,1,3,1,3,1,11,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
4902,1,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,533775770,,,2,1,3,1,3,1,11,5,2,1,2,2,2,2,2,0,2,2,0,0,0,3
4903,2,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,3,2377212320,2,,2,1,4,1,2,1,2,4,1,2,2,2,2,2,2,0,2,2,0,0,0,1
4903,2,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,850516632,,,2,1,4,1,2,1,2,4,1,2,2,2,2,2,2,0,2,2,0,0,0,1
4904,2,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,1,4811078439,3,7,5,5,3,1,2,1,2,4,2,2,2,2,2,1,2,0,2,2,0,0,0,3
4904,2,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,1,3557834907,3,7,5,5,3,1,2,1,2,4,2,2,2,2,2,1,2,0,2,2,0,0,0,3
4905,1,bontang_barat,kanaan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,4271034086,2,3,2,1,3,1,2,1,3,5,2,2,2,2,2,1,2,0,1,2,0,4,0,4
4905,1,bontang_barat,kanaan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,3997581930,2,,2,1,3,1,2,1,3,5,2,2,2,2,2,1,2,0,1,2,0,4,0,4
4905,1,bontang_barat,kanaan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,1679152361,,,2,1,3,1,2,1,3,5,2,2,2,2,2,1,2,0,2,2,0,4,0,4
4906,3,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,3,2370352361,1,3,5,3,3,1,2,1,3,4,2,2,2,2,2,2,2,0,1,2,0,0,0,3
4906,3,bontang_selatan,berbas_tengah,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,656781930,,,5,3,3,1,2,1,3,4,2,2,2,2,2,2,2,0,1,2,0,0,0,3
4907,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,4162930595,2,,7,5,3,1,2,1,2,5,2,2,2,1,2,2,2,0,1,1,1,0,0,4
4907,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,3960680082,2,1,7,5,3,1,2,1,2,5,2,2,2,1,2,2,2,0,1,1,1,0,0,4
4907,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,1541480082,,,7,5,3,1,2,1,2,5,2,2,2,1,2,2,2,0,1,1,1,5,0,4
4907,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,792561806,,,7,5,3,1,2,1,2,5,2,2,2,1,2,2,2,0,1,1,1,2,0,4
4907,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,497347022,,,7,5,3,1,2,1,2,5,2,2,2,1,2,2,2,0,2,2,1,0,0,4
4908,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,4343181930,3,1,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4908,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,3788471457,2,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4908,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,260560164,3,1,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4908,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,591730595,,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4908,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,951760164,,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4908,2,bontang_barat,gunung_telihan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,1.5765E+11,,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4908,3,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,51922792,,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
4909,3,bontang_selatan,berbas_tengah,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,1,1,1714871457,8,3,6,1,3,1,1,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
4910,1,bontang_barat,kanaan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,6395019301,1,1,2,1,3,1,3,1,3,4,2,2,2,2,2,2,2,0,1,2,0,0,0,4
4910,1,bontang_barat,kanaan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,6618322792,1,,2,1,3,1,3,1,3,4,2,2,2,2,2,2,2,0,1,2,0,0,0,4
